Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas224      Pavarde224     10    	10    	1     	2     	7     	2     	4     	4     	2     	4     	4     	1     	9     	7     	9     	2     	
Vardas225      Pavarde225     10    	5     	6     	1     	8     	5     	2     	5     	4     	6     	1     	3     	4     	10    	9     	4     	
Vardas226      Pavarde226     3     	6     	3     	2     	1     	3     	3     	4     	6     	3     	5     	7     	8     	5     	10    	4     	
Vardas227      Pavarde227     8     	5     	5     	9     	4     	4     	8     	10    	2     	1     	2     	5     	9     	4     	2     	8     	
Vardas228      Pavarde228     3     	7     	3     	7     	1     	1     	6     	2     	4     	1     	8     	3     	8     	4     	2     	1     	
Vardas229      Pavarde229     3     	5     	6     	6     	2     	3     	2     	10    	7     	3     	8     	8     	9     	10    	9     	7     	
Vardas230      Pavarde230     10    	4     	6     	10    	8     	3     	7     	3     	5     	4     	5     	7     	1     	4     	5     	10    	
Vardas231      Pavarde231     5     	1     	2     	9     	9     	9     	6     	9     	6     	9     	10    	8     	2     	9     	2     	6     	
Vardas232      Pavarde232     9     	2     	2     	7     	3     	9     	3     	2     	1     	4     	2     	8     	2     	6     	2     	6     	
Vardas233      Pavarde233     9     	6     	10    	8     	1     	9     	6     	10    	2     	3     	5     	8     	1     	9     	8     	10    	
Vardas234      Pavarde234     2     	6     	2     	5     	10    	10    	9     	1     	8     	4     	9     	2     	3     	5     	8     	2     	
Vardas235      Pavarde235     8     	9     	6     	3     	4     	4     	10    	6     	7     	6     	3     	8     	4     	4     	2     	3     	
Vardas236      Pavarde236     7     	9     	8     	8     	2     	7     	4     	10    	5     	3     	10    	8     	5     	4     	10    	4     	
Vardas237      Pavarde237     6     	8     	7     	4     	6     	6     	8     	10    	5     	10    	10    	4     	2     	2     	2     	1     	
Vardas238      Pavarde238     4     	3     	2     	9     	3     	8     	6     	5     	2     	9     	1     	1     	8     	10    	5     	10    	
Vardas239      Pavarde239     1     	6     	4     	5     	6     	6     	9     	9     	2     	8     	9     	4     	7     	5     	7     	7     	
Vardas240      Pavarde240     4     	6     	6     	3     	9     	10    	5     	7     	7     	1     	4     	7     	1     	5     	2     	3     	
Vardas241      Pavarde241     1     	5     	5     	10    	1     	5     	4     	8     	7     	5     	8     	10    	10    	9     	1     	10    	
Vardas242      Pavarde242     8     	2     	5     	6     	8     	9     	3     	3     	9     	6     	7     	4     	4     	4     	8     	6     	
Vardas243      Pavarde243     3     	5     	4     	4     	4     	8     	1     	2     	7     	1     	9     	9     	6     	8     	3     	7     	
Vardas244      Pavarde244     8     	6     	8     	9     	4     	4     	4     	1     	6     	3     	8     	2     	2     	9     	10    	3     	
Vardas245      Pavarde245     3     	6     	4     	10    	7     	2     	3     	5     	10    	6     	4     	8     	1     	3     	4     	10    	
Vardas246      Pavarde246     7     	1     	1     	7     	3     	1     	4     	2     	2     	6     	3     	6     	1     	5     	5     	3     	
Vardas247      Pavarde247     3     	7     	6     	8     	9     	4     	5     	2     	6     	5     	9     	6     	9     	8     	1     	5     	
Vardas248      Pavarde248     5     	7     	6     	6     	6     	5     	7     	3     	10    	8     	1     	6     	7     	2     	2     	6     	
Vardas249      Pavarde249     1     	4     	6     	2     	2     	1     	7     	8     	10    	9     	2     	1     	2     	1     	4     	6     	
Vardas250      Pavarde250     7     	3     	2     	1     	10    	1     	5     	6     	3     	10    	5     	6     	2     	6     	9     	6     	
Vardas251      Pavarde251     1     	2     	9     	10    	8     	4     	7     	4     	8     	7     	5     	3     	1     	4     	2     	9     	
Vardas252      Pavarde252     2     	10    	8     	7     	3     	4     	1     	4     	5     	1     	2     	1     	3     	7     	5     	5     	
Vardas253      Pavarde253     7     	10    	7     	4     	9     	4     	8     	9     	2     	4     	8     	9     	2     	10    	3     	1     	
Vardas254      Pavarde254     7     	5     	6     	6     	6     	6     	2     	9     	7     	1     	3     	9     	6     	6     	4     	2     	
Vardas255      Pavarde255     3     	7     	10    	6     	6     	8     	1     	3     	10    	1     	5     	6     	4     	6     	10    	3     	
Vardas256      Pavarde256     1     	7     	5     	3     	8     	5     	6     	4     	10    	8     	8     	3     	4     	9     	3     	5     	
Vardas257      Pavarde257     2     	1     	8     	10    	3     	6     	3     	9     	5     	7     	4     	4     	5     	6     	8     	10    	
Vardas258      Pavarde258     2     	7     	4     	3     	2     	8     	3     	3     	6     	4     	6     	10    	1     	8     	1     	3     	
Vardas259      Pavarde259     4     	6     	2     	8     	2     	1     	3     	7     	7     	3     	9     	1     	7     	9     	2     	10    	
Vardas260      Pavarde260     6     	2     	2     	6     	4     	6     	1     	2     	5     	1     	7     	3     	4     	10    	4     	1     	
Vardas261      Pavarde261     6     	1     	3     	10    	8     	4     	2     	9     	7     	2     	3     	4     	9     	6     	7     	8     	
Vardas262      Pavarde262     10    	10    	2     	9     	10    	9     	5     	10    	5     	6     	5     	6     	2     	8     	9     	8     	
Vardas263      Pavarde263     3     	8     	1     	8     	3     	7     	1     	5     	6     	3     	9     	2     	2     	10    	10    	4     	
Vardas264      Pavarde264     3     	1     	9     	8     	7     	3     	2     	8     	1     	8     	7     	9     	2     	2     	3     	2     	
Vardas265      Pavarde265     3     	3     	4     	2     	4     	3     	8     	5     	6     	6     	10    	5     	9     	7     	9     	4     	
Vardas266      Pavarde266     4     	7     	4     	10    	1     	10    	2     	4     	9     	5     	3     	9     	9     	2     	8     	5     	
Vardas267      Pavarde267     9     	2     	4     	1     	9     	10    	8     	4     	1     	7     	5     	1     	5     	5     	8     	10    	
Vardas268      Pavarde268     3     	4     	7     	3     	8     	3     	10    	3     	2     	8     	5     	3     	3     	3     	10    	6     	
Vardas269      Pavarde269     10    	6     	7     	4     	2     	10    	7     	7     	9     	2     	5     	10    	7     	6     	10    	9     	
Vardas270      Pavarde270     10    	4     	4     	5     	7     	5     	5     	3     	9     	10    	1     	8     	6     	8     	9     	7     	
Vardas271      Pavarde271     7     	4     	10    	4     	8     	5     	4     	2     	10    	4     	5     	4     	4     	8     	8     	2     	
Vardas272      Pavarde272     10    	4     	10    	8     	10    	9     	6     	5     	4     	9     	9     	1     	2     	2     	10    	6     	
Vardas273      Pavarde273     8     	9     	8     	8     	6     	2     	10    	1     	4     	3     	5     	6     	10    	7     	7     	9     	
Vardas274      Pavarde274     3     	5     	10    	4     	5     	6     	5     	9     	6     	10    	3     	2     	1     	9     	7     	6     	
Vardas275      Pavarde275     4     	5     	9     	3     	1     	9     	4     	8     	3     	4     	2     	4     	3     	1     	10    	1     	
Vardas276      Pavarde276     8     	3     	6     	8     	7     	5     	3     	7     	8     	2     	4     	7     	5     	3     	3     	9     	
Vardas277      Pavarde277     1     	3     	9     	10    	3     	8     	7     	6     	10    	7     	5     	4     	3     	5     	2     	3     	
Vardas278      Pavarde278     6     	10    	9     	2     	3     	5     	6     	6     	8     	7     	10    	9     	6     	2     	4     	7     	
Vardas279      Pavarde279     7     	6     	6     	8     	3     	7     	7     	1     	4     	6     	3     	4     	7     	3     	1     	6     	
Vardas280      Pavarde280     10    	5     	2     	4     	1     	9     	4     	8     	6     	2     	10    	10    	5     	3     	5     	6     	
Vardas281      Pavarde281     4     	5     	2     	8     	2     	10    	3     	1     	5     	10    	2     	2     	1     	5     	10    	5     	
Vardas282      Pavarde282     3     	1     	1     	3     	6     	5     	6     	3     	10    	8     	5     	1     	2     	8     	8     	4     	
Vardas283      Pavarde283     1     	6     	8     	8     	9     	3     	9     	8     	5     	1     	10    	4     	8     	8     	7     	3     	
Vardas284      Pavarde284     7     	8     	3     	2     	7     	10    	5     	3     	7     	2     	6     	4     	4     	2     	1     	2     	
Vardas285      Pavarde285     1     	7     	8     	7     	4     	9     	10    	9     	7     	7     	6     	7     	5     	9     	6     	3     	
Vardas286      Pavarde286     7     	2     	4     	5     	3     	9     	7     	6     	1     	9     	4     	6     	10    	6     	4     	5     	
Vardas287      Pavarde287     2     	1     	7     	7     	7     	10    	1     	7     	7     	6     	6     	2     	4     	1     	4     	6     	
Vardas288      Pavarde288     1     	3     	9     	3     	9     	4     	8     	10    	3     	5     	6     	4     	8     	6     	6     	2     	
Vardas289      Pavarde289     1     	3     	2     	3     	8     	2     	8     	7     	10    	1     	9     	4     	3     	9     	3     	8     	
Vardas290      Pavarde290     9     	10    	6     	6     	10    	10    	5     	7     	5     	7     	2     	4     	7     	3     	6     	7     	
Vardas291      Pavarde291     3     	3     	7     	2     	8     	1     	10    	4     	6     	5     	1     	10    	1     	2     	9     	3     	
Vardas292      Pavarde292     10    	2     	3     	4     	5     	7     	6     	6     	5     	10    	9     	4     	8     	8     	8     	4     	
Vardas293      Pavarde293     9     	4     	8     	2     	4     	9     	7     	10    	1     	2     	8     	1     	6     	9     	3     	10    	
Vardas294      Pavarde294     2     	2     	2     	2     	8     	8     	6     	10    	6     	9     	8     	1     	1     	8     	9     	10    	
Vardas295      Pavarde295     1     	9     	3     	7     	9     	1     	4     	9     	5     	4     	7     	9     	10    	7     	1     	8     	
Vardas296      Pavarde296     10    	7     	5     	8     	5     	7     	5     	5     	6     	3     	3     	7     	8     	6     	9     	2     	
Vardas297      Pavarde297     7     	6     	2     	8     	9     	2     	4     	4     	10    	9     	2     	6     	9     	1     	5     	2     	
Vardas298      Pavarde298     3     	10    	1     	1     	3     	3     	10    	1     	1     	10    	9     	9     	7     	5     	2     	10    	
Vardas299      Pavarde299     1     	3     	1     	1     	3     	9     	1     	4     	3     	4     	7     	10    	7     	10    	1     	7     	
Vardas300      Pavarde300     10    	10    	1     	7     	1     	2     	7     	4     	3     	2     	4     	8     	10    	3     	10    	2     	
Vardas301      Pavarde301     5     	6     	3     	9     	10    	4     	6     	4     	3     	6     	7     	2     	10    	8     	5     	3     	
Vardas302      Pavarde302     8     	3     	9     	4     	4     	6     	7     	7     	10    	9     	3     	9     	9     	6     	6     	5     	
Vardas303      Pavarde303     3     	9     	3     	10    	4     	1     	2     	1     	2     	4     	8     	2     	2     	7     	2     	10    	
Vardas304      Pavarde304     7     	6     	4     	8     	4     	1     	4     	3     	6     	4     	7     	5     	9     	6     	8     	10    	
Vardas305      Pavarde305     3     	5     	9     	8     	7     	3     	4     	8     	4     	7     	8     	5     	3     	10    	10    	10    	
Vardas306      Pavarde306     4     	7     	6     	10    	10    	4     	9     	5     	9     	3     	7     	5     	4     	1     	4     	6     	
Vardas307      Pavarde307     3     	7     	10    	1     	5     	10    	9     	7     	10    	4     	2     	7     	5     	5     	9     	5     	
Vardas308      Pavarde308     4     	8     	2     	10    	7     	5     	4     	5     	4     	9     	10    	2     	10    	6     	8     	1     	
Vardas309      Pavarde309     3     	10    	1     	2     	4     	4     	7     	2     	1     	8     	6     	5     	6     	3     	10    	9     	
Vardas310      Pavarde310     7     	10    	9     	7     	8     	3     	2     	4     	8     	1     	9     	3     	8     	3     	7     	5     	
Vardas311      Pavarde311     3     	8     	10    	4     	8     	3     	8     	4     	2     	1     	7     	4     	5     	2     	10    	3     	
Vardas312      Pavarde312     7     	1     	2     	8     	8     	3     	8     	7     	4     	4     	5     	8     	9     	8     	2     	9     	
Vardas313      Pavarde313     8     	6     	7     	8     	3     	5     	4     	4     	8     	10    	3     	7     	7     	4     	10    	6     	
Vardas314      Pavarde314     7     	8     	10    	9     	7     	2     	1     	5     	1     	8     	2     	6     	9     	10    	9     	10    	
