Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas896      Pavarde896     4     	2     	9     	10    	2     	1     	6     	2     	3     	6     	4     	4     	6     	3     	3     	3     	
Vardas897      Pavarde897     8     	7     	2     	5     	6     	4     	7     	3     	2     	7     	3     	3     	8     	7     	1     	1     	
Vardas898      Pavarde898     4     	2     	6     	6     	4     	7     	1     	3     	6     	5     	8     	9     	7     	4     	5     	3     	
Vardas899      Pavarde899     6     	5     	10    	2     	4     	5     	4     	3     	7     	10    	3     	10    	10    	9     	4     	8     	
Vardas900      Pavarde900     4     	1     	5     	4     	1     	4     	7     	7     	2     	1     	9     	3     	8     	8     	2     	5     	
Vardas901      Pavarde901     1     	2     	10    	7     	3     	2     	6     	1     	9     	6     	10    	1     	10    	4     	9     	9     	
Vardas902      Pavarde902     4     	5     	3     	4     	5     	6     	6     	8     	8     	7     	4     	5     	3     	5     	10    	4     	
Vardas903      Pavarde903     4     	2     	2     	1     	3     	1     	6     	6     	7     	4     	3     	7     	2     	8     	8     	8     	
Vardas904      Pavarde904     4     	5     	4     	1     	3     	4     	10    	2     	7     	5     	7     	8     	9     	9     	10    	8     	
Vardas905      Pavarde905     6     	5     	10    	2     	5     	4     	9     	8     	1     	9     	7     	7     	5     	4     	3     	5     	
Vardas906      Pavarde906     9     	3     	8     	4     	5     	9     	6     	7     	4     	9     	1     	7     	7     	2     	8     	3     	
Vardas907      Pavarde907     8     	5     	2     	8     	2     	9     	3     	8     	1     	7     	7     	4     	7     	5     	6     	2     	
Vardas908      Pavarde908     8     	3     	5     	2     	10    	3     	4     	6     	6     	7     	8     	3     	3     	3     	8     	7     	
Vardas909      Pavarde909     8     	1     	3     	5     	5     	1     	8     	3     	1     	8     	6     	5     	2     	7     	8     	7     	
Vardas910      Pavarde910     1     	8     	3     	1     	2     	2     	4     	3     	7     	7     	8     	1     	4     	10    	7     	10    	
Vardas911      Pavarde911     4     	2     	3     	6     	9     	2     	7     	3     	8     	4     	1     	7     	5     	3     	5     	10    	
Vardas912      Pavarde912     1     	6     	3     	4     	10    	6     	3     	9     	9     	2     	9     	3     	9     	5     	8     	3     	
Vardas913      Pavarde913     9     	6     	9     	9     	10    	6     	5     	7     	9     	10    	10    	3     	6     	5     	10    	2     	
Vardas914      Pavarde914     5     	1     	6     	2     	6     	5     	4     	6     	4     	6     	4     	9     	9     	8     	10    	1     	
Vardas915      Pavarde915     3     	10    	6     	4     	4     	10    	9     	6     	7     	5     	9     	5     	7     	5     	3     	6     	
Vardas916      Pavarde916     8     	1     	3     	1     	2     	1     	2     	4     	9     	3     	2     	1     	9     	3     	10    	4     	
Vardas917      Pavarde917     10    	7     	4     	5     	9     	7     	5     	8     	8     	8     	1     	1     	3     	9     	8     	5     	
Vardas918      Pavarde918     8     	7     	1     	6     	8     	1     	3     	6     	9     	3     	8     	7     	2     	10    	3     	10    	
Vardas919      Pavarde919     5     	4     	5     	2     	1     	8     	9     	1     	7     	9     	9     	9     	10    	2     	2     	2     	
Vardas920      Pavarde920     6     	2     	4     	5     	4     	4     	2     	7     	2     	4     	5     	6     	3     	7     	5     	5     	
Vardas921      Pavarde921     4     	9     	4     	2     	8     	1     	9     	1     	2     	2     	9     	10    	9     	2     	5     	1     	
Vardas922      Pavarde922     5     	10    	6     	7     	1     	4     	8     	1     	6     	5     	10    	7     	9     	2     	4     	8     	
Vardas923      Pavarde923     10    	3     	2     	6     	2     	9     	6     	7     	8     	2     	1     	5     	1     	4     	6     	1     	
Vardas924      Pavarde924     3     	3     	2     	4     	7     	9     	8     	9     	10    	6     	6     	6     	4     	4     	9     	9     	
Vardas925      Pavarde925     8     	3     	4     	3     	5     	5     	3     	3     	2     	1     	8     	5     	10    	9     	10    	3     	
Vardas926      Pavarde926     4     	3     	5     	3     	7     	2     	7     	2     	2     	6     	10    	7     	10    	1     	1     	10    	
Vardas927      Pavarde927     6     	7     	2     	9     	8     	3     	5     	6     	2     	2     	9     	4     	3     	9     	10    	7     	
Vardas928      Pavarde928     7     	2     	5     	7     	6     	2     	9     	4     	1     	8     	5     	10    	4     	1     	5     	6     	
Vardas929      Pavarde929     9     	8     	4     	1     	10    	3     	5     	8     	5     	6     	2     	10    	8     	10    	2     	5     	
Vardas930      Pavarde930     1     	2     	10    	10    	1     	2     	9     	6     	10    	3     	1     	10    	2     	5     	8     	5     	
Vardas931      Pavarde931     8     	1     	5     	3     	9     	3     	9     	1     	4     	4     	3     	4     	6     	9     	2     	6     	
Vardas932      Pavarde932     10    	8     	9     	7     	9     	1     	6     	10    	7     	9     	9     	4     	4     	1     	6     	3     	
Vardas933      Pavarde933     2     	4     	1     	4     	9     	7     	3     	9     	7     	7     	5     	2     	9     	8     	10    	8     	
Vardas934      Pavarde934     5     	4     	4     	7     	8     	4     	8     	1     	2     	2     	10    	7     	7     	7     	9     	7     	
Vardas935      Pavarde935     7     	1     	1     	3     	8     	8     	6     	8     	1     	5     	2     	9     	7     	9     	1     	3     	
Vardas936      Pavarde936     9     	6     	3     	8     	4     	6     	2     	10    	8     	10    	7     	5     	1     	7     	8     	1     	
Vardas937      Pavarde937     6     	1     	6     	2     	9     	9     	9     	6     	9     	1     	8     	1     	4     	4     	5     	8     	
Vardas938      Pavarde938     8     	9     	5     	1     	6     	4     	4     	5     	9     	3     	4     	6     	9     	5     	4     	7     	
Vardas939      Pavarde939     7     	5     	3     	5     	8     	2     	7     	4     	5     	7     	5     	9     	4     	6     	3     	9     	
Vardas940      Pavarde940     5     	5     	9     	7     	1     	6     	7     	1     	9     	2     	9     	9     	8     	6     	1     	7     	
Vardas941      Pavarde941     10    	10    	10    	5     	4     	10    	1     	6     	1     	5     	1     	7     	7     	3     	8     	4     	
Vardas942      Pavarde942     3     	4     	10    	8     	3     	1     	9     	1     	7     	3     	1     	7     	1     	8     	6     	4     	
Vardas943      Pavarde943     1     	3     	7     	1     	3     	10    	10    	6     	4     	6     	4     	8     	8     	9     	6     	5     	
Vardas944      Pavarde944     7     	9     	2     	7     	9     	2     	4     	2     	6     	1     	5     	8     	10    	8     	10    	9     	
Vardas945      Pavarde945     6     	1     	10    	3     	2     	8     	8     	5     	5     	10    	9     	8     	9     	1     	6     	7     	
Vardas946      Pavarde946     3     	3     	5     	9     	8     	8     	9     	1     	8     	5     	3     	7     	2     	5     	6     	1     	
Vardas947      Pavarde947     2     	4     	9     	5     	2     	1     	2     	4     	3     	9     	3     	2     	5     	3     	3     	4     	
Vardas948      Pavarde948     7     	9     	3     	10    	3     	4     	1     	9     	9     	9     	4     	8     	5     	9     	3     	10    	
Vardas949      Pavarde949     8     	10    	6     	5     	9     	4     	1     	3     	7     	1     	7     	8     	10    	7     	8     	3     	
Vardas950      Pavarde950     1     	7     	5     	10    	8     	10    	7     	6     	4     	4     	7     	5     	9     	2     	6     	8     	
Vardas951      Pavarde951     9     	8     	9     	8     	8     	6     	10    	9     	5     	4     	7     	6     	10    	4     	9     	10    	
Vardas952      Pavarde952     3     	9     	1     	9     	9     	4     	1     	10    	5     	3     	1     	2     	8     	3     	9     	9     	
Vardas953      Pavarde953     2     	3     	3     	3     	8     	2     	3     	9     	1     	2     	2     	3     	7     	7     	6     	3     	
Vardas954      Pavarde954     4     	6     	7     	9     	8     	5     	10    	9     	1     	10    	3     	3     	10    	5     	5     	4     	
Vardas955      Pavarde955     2     	9     	10    	1     	8     	1     	1     	5     	7     	4     	5     	8     	3     	3     	10    	10    	
Vardas956      Pavarde956     1     	1     	9     	4     	7     	6     	1     	2     	3     	9     	10    	2     	8     	10    	1     	6     	
Vardas957      Pavarde957     10    	10    	4     	8     	9     	3     	1     	3     	2     	10    	1     	9     	5     	9     	5     	6     	
Vardas958      Pavarde958     2     	4     	6     	9     	3     	5     	4     	10    	3     	4     	7     	2     	2     	9     	4     	9     	
Vardas959      Pavarde959     8     	8     	10    	8     	6     	10    	3     	7     	8     	4     	1     	7     	2     	4     	5     	1     	
Vardas960      Pavarde960     4     	3     	9     	4     	3     	9     	8     	4     	10    	1     	7     	4     	1     	1     	3     	7     	
Vardas961      Pavarde961     9     	10    	9     	4     	5     	3     	4     	7     	3     	6     	10    	3     	6     	7     	1     	3     	
Vardas962      Pavarde962     7     	8     	10    	7     	9     	9     	8     	1     	3     	4     	1     	6     	9     	4     	5     	3     	
Vardas963      Pavarde963     5     	8     	3     	7     	9     	9     	2     	9     	4     	6     	9     	6     	5     	6     	1     	6     	
Vardas964      Pavarde964     8     	6     	1     	8     	5     	1     	8     	4     	3     	10    	5     	9     	1     	6     	5     	3     	
Vardas965      Pavarde965     7     	10    	5     	1     	6     	5     	4     	9     	4     	3     	7     	8     	9     	10    	2     	7     	
Vardas966      Pavarde966     5     	5     	7     	7     	4     	1     	1     	2     	7     	9     	1     	2     	3     	4     	10    	7     	
Vardas967      Pavarde967     7     	5     	5     	4     	6     	5     	1     	7     	8     	4     	3     	10    	9     	7     	8     	7     	
Vardas968      Pavarde968     5     	7     	8     	10    	5     	7     	3     	7     	10    	3     	5     	9     	1     	5     	9     	8     	
Vardas969      Pavarde969     9     	3     	8     	7     	4     	5     	10    	2     	7     	9     	9     	9     	9     	5     	2     	4     	
Vardas970      Pavarde970     2     	2     	1     	8     	6     	5     	7     	7     	8     	2     	4     	10    	2     	4     	9     	7     	
Vardas971      Pavarde971     3     	9     	6     	8     	2     	8     	10    	7     	1     	6     	7     	2     	6     	3     	3     	10    	
Vardas972      Pavarde972     2     	9     	10    	4     	2     	9     	6     	5     	3     	3     	5     	9     	4     	1     	6     	2     	
Vardas973      Pavarde973     6     	7     	9     	1     	2     	6     	6     	4     	3     	8     	8     	2     	6     	9     	5     	3     	
Vardas974      Pavarde974     6     	7     	7     	5     	3     	7     	5     	2     	1     	9     	6     	2     	9     	2     	6     	1     	
Vardas975      Pavarde975     8     	4     	4     	4     	10    	4     	2     	5     	2     	8     	9     	10    	5     	9     	7     	8     	
Vardas976      Pavarde976     9     	9     	9     	10    	5     	4     	8     	5     	5     	1     	10    	5     	10    	1     	6     	5     	
Vardas977      Pavarde977     10    	3     	3     	6     	5     	4     	10    	10    	10    	10    	9     	3     	1     	8     	6     	7     	
Vardas978      Pavarde978     1     	2     	2     	5     	4     	8     	4     	3     	8     	4     	9     	3     	6     	6     	6     	2     	
Vardas979      Pavarde979     8     	4     	2     	6     	1     	6     	9     	8     	6     	3     	3     	1     	1     	8     	9     	5     	
Vardas980      Pavarde980     10    	7     	6     	7     	3     	8     	8     	9     	4     	3     	10    	8     	10    	2     	5     	7     	
Vardas981      Pavarde981     4     	10    	8     	3     	3     	1     	5     	8     	10    	6     	1     	5     	6     	9     	5     	2     	
Vardas982      Pavarde982     2     	4     	8     	9     	9     	5     	8     	10    	7     	4     	4     	2     	5     	6     	8     	5     	
Vardas983      Pavarde983     7     	5     	1     	5     	4     	5     	9     	3     	2     	2     	5     	7     	8     	8     	4     	6     	
Vardas984      Pavarde984     8     	9     	8     	7     	4     	7     	1     	5     	9     	7     	10    	7     	3     	2     	5     	5     	
Vardas985      Pavarde985     6     	8     	9     	1     	5     	6     	7     	3     	8     	10    	4     	1     	1     	10    	2     	10    	
Vardas986      Pavarde986     2     	9     	5     	2     	10    	9     	3     	5     	6     	10    	5     	9     	10    	10    	6     	5     	
Vardas987      Pavarde987     3     	9     	7     	7     	5     	9     	4     	9     	6     	7     	8     	4     	2     	3     	4     	3     	
Vardas988      Pavarde988     1     	6     	1     	2     	2     	9     	10    	2     	7     	1     	4     	1     	2     	2     	3     	4     	
Vardas989      Pavarde989     10    	9     	7     	10    	6     	6     	6     	8     	5     	2     	6     	8     	2     	7     	3     	1     	
Vardas990      Pavarde990     3     	8     	8     	8     	4     	6     	3     	9     	5     	2     	3     	9     	8     	6     	10    	2     	
Vardas991      Pavarde991     7     	5     	7     	5     	6     	3     	5     	10    	4     	7     	6     	8     	6     	6     	2     	4     	
Vardas992      Pavarde992     9     	9     	9     	2     	3     	6     	7     	10    	9     	6     	6     	6     	8     	4     	2     	5     	
Vardas993      Pavarde993     2     	8     	10    	4     	9     	5     	9     	3     	2     	3     	8     	6     	7     	6     	9     	8     	
Vardas994      Pavarde994     9     	5     	3     	8     	6     	6     	5     	4     	8     	8     	4     	5     	6     	4     	3     	6     	
Vardas995      Pavarde995     5     	7     	10    	9     	6     	5     	5     	10    	8     	6     	6     	8     	7     	3     	10    	6     	
Vardas996      Pavarde996     1     	1     	3     	6     	6     	5     	5     	6     	10    	8     	6     	8     	9     	6     	2     	1     	
Vardas997      Pavarde997     9     	5     	4     	7     	3     	8     	10    	1     	10    	10    	6     	1     	7     	10    	10    	3     	
Vardas998      Pavarde998     2     	5     	2     	5     	7     	4     	9     	2     	1     	10    	3     	6     	6     	9     	8     	5     	
Vardas999      Pavarde999     1     	4     	6     	1     	8     	6     	1     	1     	9     	8     	9     	8     	8     	6     	10    	2     	
Vardas1000     Pavarde1000    5     	10    	1     	10    	1     	5     	5     	9     	7     	7     	1     	9     	5     	10    	3     	3     	
